description,price,rating,review_count,url
"Inspiron 16 I5640 2024 Business Laptop 16"" WUXGA IPS Touchscreen 10-Core Intel 7 150U 32GB DDR5 1TB SSD Intel Iris Xe Graphics Wi-Fi 6E Backlit Keyboard Fingerprint Win11 Pro",8 capacities,,No featured offers available,https://www.amazon.com/Dell-Inspiron-Business-Touchscreen-Fingerprint/dp/B0DD3JZDFB/ref=sr_1_148?dib=eyJ2IjoiMSJ9.Zg7Raq2kvCCz53BETNI4J2smsiDDKmmGr8OyJ3dvMeFtychnnfejXySp9yGTvamMPGAjN9KMBlntshG66-CO-rhaIJ9r9fIrPMqOH-vBuYE3CsAx2q9cW545Y2SOcZuWqm3YXfb5SGceD-wqh7QFIkQfa_ouPlBDpYKWTKf40z993RA5FgIwhetun667fTJcePglImWpWZvUfQH5f8lkBk5cSRQfYqFP7j8KCw8xZYI.45ZYENBMxkxituUASDg6kLRMmXEDPegSE43k2jCI9ns&dib_tag=se&keywords=dell+laptop&qid=1735050395&sr=8-148
65W Laptop Charger for Dell Latitude 5580 7280 7390 7490 E5570 E5470 E7240 E7250 E7470 Chromebook 3180 3189 PA-12 06TM1C 19.5V 3.34A 7.4mm Tip AC Power Adapter,$18.89,3.8 out of 5 stars,18,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxOTQ5MTcxNzI5OTMzODU5OjE3MzUwNTAzOTU6c3BfYnRmOjMwMDU4OTA1ODg0NTYwMjo6MDo6&url=%2FLA65NS2-01-Charger-Latitude-Chromebook-Adapter%2Fdp%2FB0CQYHL3KV%2Fref%3Dsr_1_149_sspa%3Fdib%3DeyJ2IjoiMSJ9.Zg7Raq2kvCCz53BETNI4J2smsiDDKmmGr8OyJ3dvMeFtychnnfejXySp9yGTvamMPGAjN9KMBlntshG66-CO-rhaIJ9r9fIrPMqOH-vBuYE3CsAx2q9cW545Y2SOcZuWqm3YXfb5SGceD-wqh7QFIkQfa_ouPlBDpYKWTKf40z993RA5FgIwhetun667fTJcePglImWpWZvUfQH5f8lkBk5cSRQfYqFP7j8KCw8xZYI.45ZYENBMxkxituUASDg6kLRMmXEDPegSE43k2jCI9ns%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050395%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
CAR Charger for Dell Latitude Laptop: Compatible with 7480 E5450 E5470 E5570 E6400 E6410 E6420 E6430 E7440 E7450 E7470 5480 5580 D630 D09RM 28F6C H536T ADP-90ND CD90V190-00 Replacement,$34.99,4.6 out of 5 stars,589,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxOTQ5MTcxNzI5OTMzODU5OjE3MzUwNTAzOTU6c3BfYnRmOjIwMDExMTYyNDYxNjgzMTo6MDo6&url=%2FPWR-Charger-Dell-Latitude-Laptop%2Fdp%2FB008Y5AZL2%2Fref%3Dsr_1_150_sspa%3Fdib%3DeyJ2IjoiMSJ9.Zg7Raq2kvCCz53BETNI4J2smsiDDKmmGr8OyJ3dvMeFtychnnfejXySp9yGTvamMPGAjN9KMBlntshG66-CO-rhaIJ9r9fIrPMqOH-vBuYE3CsAx2q9cW545Y2SOcZuWqm3YXfb5SGceD-wqh7QFIkQfa_ouPlBDpYKWTKf40z993RA5FgIwhetun667fTJcePglImWpWZvUfQH5f8lkBk5cSRQfYqFP7j8KCw8xZYI.45ZYENBMxkxituUASDg6kLRMmXEDPegSE43k2jCI9ns%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050395%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"2021 Newest Latitude 3520 15 15.6"" FHD Business Laptop, Intel Quad-Core i5-1135G7 up to 4.2GHz (Beat i7-1065G7), 16GB DDR4 RAM, 512GB PCIe SSD, WiFi 6, Bluetooth 5.2, Type-C, Windows 10 Pro",$779.00,3.6 out of 5 stars,7,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MDUwNzIzMjQ3ODE2Nzk5OjE3MzUwNTA0MDM6c3BfYXRmX25leHQ6MzAwNTA5Njk5NzE1MDAyOjowOjo&url=%2FDell-Inspiron-Touchscreen-Quad-Core-Bluetooth%2Fdp%2FB07XKZRGCT%2Fref%3Dsr_1_145_sspa%3Fdib%3DeyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050403%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Genuine 330w Charger fit for dell Alienware m17 M18x X17 Alienware x51Area-51m G15 G16 5530 7630 7620 DA330PM190 LA330PM190 DA330PM111 LA330PM160 Gaming Laptop Power Supply Adapter Cord,$50.00,2.9 out of 5 stars,2,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MDUwNzIzMjQ3ODE2Nzk5OjE3MzUwNTA0MDM6c3BfYXRmX25leHQ6MzAwMjgwOTg1NTcwMTAyOjowOjo&url=%2Fx51Area-51m-DA330PM190-LA330PM190-DA330PM111-LA330PM160%2Fdp%2FB0CVVQ696R%2Fref%3Dsr_1_146_sspa%3Fdib%3DeyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050403%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Inspiron 15 3000 Series 3520 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7, 32GB DDR4 RAM, Webcam, HDMI, 1TB PCIe M.2 SSD, Wi-Fi, Portable, Windows 11 Home, Black",$535.00,3.9 out of 5 stars,13,https://www.amazon.com/Dell-Inspiron-15-Touchscreen-i5-1135G7/dp/B0CDZFWQTF/ref=sr_1_147?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-147
"2024 Newest Business Laptop, with Free Office 2021 Professional Plus, 15.6"" FHD Touchscreen Display, Intel 10-Cores i5-1235U,32GB RAM, 1TB SSD, Windows 11 Pro, Black",$609.00,3.0 out of 5 stars,1,https://www.amazon.com/Dell-Business-Professional-Touchscreen-10-Cores/dp/B09Y44NSH4/ref=sr_1_148?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-148
"Latitude 5550 15 15.6"" FHD Business AI Laptop Computer, Intel Ultra 5 135U (Beat i7-1355U), 16GB DDR5 RAM, 1TB SSD, WiFi 6, Bluetooth 5.3, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro",6 capacities,4.3 out of 5 stars,17,https://www.amazon.com/Dell-Latitude-Business-Computer-Fingerprint/dp/B0CRVF7M7K/ref=sr_1_149?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-149
"Inspiron 16 5630 2023 Business Laptop 16"" WUXGA IPS 12-Core Intel i7-1360P 16GB RAM 1TB SSD Intel Iris Xe Graphics Thunderbolt 4 Wi-Fi 6E Backlit Keyboard Fingerprint Windows 11 Home",4 capacities,,No featured offers available,https://www.amazon.com/Dell-Inspiron-Business-Thunderbolt-Fingerprint/dp/B0D83JPQYJ/ref=sr_1_150?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-150
"Vostro 3520 15.6"" FHD Laptop, Intel Core, Anti-Glare Display(120Hz, 1920 x 1080), Sleek & Lightweight, SD Card Reader, Webcam, HDMI, Wi-Fi, w/WOWPC Bundle (Core i3, 16GB RAM | 1TB SSD)",$575.00,5.0 out of 5 stars,1,https://www.amazon.com/Dell-Laptop-Anti-Glare-Display-Lightweight/dp/B0D8CDFFPX/ref=sr_1_151?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-151
E410 Intel Celeron N4020 4GB 64GB 14-Inch HD LED Win 10 Laptop (Star Black),2 capacities,4.0 out of 5 stars,709,https://www.amazon.com/Intel-Celeron-N4020-14-Inch-Laptop/dp/B09YRY6QCX/ref=sr_1_152?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-152
"Inspiron 15 3000 3520 Business Laptop Computer[Windows 11 Pro], 15.6'' FHD Touchscreen, 11th Gen Intel Quad-Core i5-1135G7, 32GB RAM, 2TB PCIe SSD, Numeric Keypad, Wi-Fi, Webcam, HDMI, Black",$601.00,5.0 out of 5 stars,3,https://www.amazon.com/Dell-Laptop-Touchscreen-Quad-Core-i5-1135G7/dp/B0CC95C2YJ/ref=sr_1_153?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-153
"LATITUDE D630 CORE 2 DUO 2.2GHz 120GB 2GB DVDRW 14""WIDE XP PRO WI-FI",,3.6 out of 5 stars,155,https://www.amazon.com/LATITUDE-2-2GHz-120GB-DVDRW-WI-FI/dp/B007KPZ9Z4/ref=sr_1_154?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-154
"130W Laptop Charger for Dell - Replacement Dell 130W Laptop Charger Power Supply Compatible with Dell XPS 15, 17, 7590 9530 9550 9560 9570 Precision 5510 5520 5530 5540 - Fast Charging AC Adapter",$19.99,2.8 out of 5 stars,6,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MDUwNzIzMjQ3ODE2Nzk5OjE3MzUwNTA0MDM6c3BfbXRmOjMwMDI0MDUyMzAxNDMwMjo6MDo6&url=%2FCrossery-130W-Adapter-Dell-Precision%2Fdp%2FB0BNKQKJ7W%2Fref%3Dsr_1_155_sspa%3Fdib%3DeyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050403%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Adorably Netbook Mini Laptop 10.1 inch for Kids Student Travel, 8GB RAM 128GB SSD Expandable, Supports Win 10, Intel CPU Celeron N4000, WiFi and Bluetooth-Pink",$213.00,,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MDUwNzIzMjQ3ODE2Nzk5OjE3MzUwNTA0MDM6c3BfbXRmOjMwMDE5OTkyMjEzNjQwMjo6MDo6&url=%2FAdorably-Netbook-Expandable-Supports-Bluetooth-Pink%2Fdp%2FB0D2N8VRFC%2Fref%3Dsr_1_156_sspa%3Fdib%3DeyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050403%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"XPS 17 9710, 17 inch FHD+ Laptop - Intel Core i7-11800H,16GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 11 Home + 1 Year Premium Support - Platinum Silver",,4.0 out of 5 stars,62,https://www.amazon.com/Dell-Touchscreen-Laptop-Intel-i7-11800H-GeForce/dp/B09DFBBGC3/ref=sr_1_157?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-157
"Latitude 7000 7340 13.3"" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) 1.20 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB SSD - Aluminum",,,No featured offers available,https://www.amazon.com/Dell-Latitude-7340-Notebook-Board/dp/B0BBFJC7G8/ref=sr_1_158?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-158
"Laptop, Laptop Computer 14 inch HD Display, Quad-Core N5095 Up to 2.9 GHz, 8GB RAM 128GB SSD Laptops, Preinstall Office Pro Plus 2024, 2.4G/5G WiFi, BT 5.0, USB 3.0, Webcam, Long Battery Life",$199.00,5.0 out of 5 stars,4,https://www.amazon.com/VIGSENUP-Computer-Display-Quad-Core-Preinstall/dp/B0DK1M4WR6/ref=sr_1_159?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-159
"XPS 13 9315 Thin and Light Business Laptop 13.4"" FHD+ Anti-Glare 500 nits 12th Gen Intel 10-core i5-1230U 8GB RAM 256GB SSD + 256GB SD Card Backlit Thunderbolt Intel Killer 1675 Win11 Blue",3 capacities,5.0 out of 5 stars,2,https://www.amazon.com/Dell-Business-Anti-Glare-i5-1230U-Thunderbolt/dp/B0CKRJGRQS/ref=sr_1_160?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-160
"XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB 4267MHz LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver with Black Palmrest",,3.9 out of 5 stars,166,https://www.amazon.com/Dell-13-4-inch-Touch-Laptop/dp/B08ML2PW6W/ref=sr_1_161?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-161
"Latitude 3310 13.3"" i3-8145U 2.1GHz 8GB RAM 128GB SSD W10 EDU",$349.99,,Only 7 left in stock - order soon.,https://www.amazon.com/Dell-Latitude-i3-8145U-2-1GHz-128GB/dp/B0DKLZT7X9/ref=sr_1_162?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-162
"Latitude 5000 5450 14"" Notebook - Full HD - Intel Core Ultra 5 125U - 16 GB - 256 GB SSD - Titan Gray",,,No featured offers available,https://www.amazon.com/Dell-Latitude-5000-5450-Notebook/dp/B0D3HLTWSP/ref=sr_1_163?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-163
"Chromebook CM14 Laptop, 14"" HD Anti-Glare Display (1366x768), MediaTek Kompanio 520, 4GB RAM, 64GB eMMC, ChromeOS, Gray, CM1402CM2A-DS44, Gravity Grey",$166.00,4.2 out of 5 stars,"1,143",https://www.amazon.com/ASUS-Chromebook-Anti-Glare-1366x768-CM1402CM2A-DS44/dp/B0CJS1399P/ref=sr_1_164?dib=eyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y&dib_tag=se&keywords=dell+laptop&qid=1735050403&sr=8-164
"15.6 Inch Windows 11 Pro Laptop Computer, Intel Core i5 Processor Laptops, 16GB RAM 512GB SSD, MS Office 2024, 15.6"" FHD 100% sRGB 1920 * 1080, Dual Band Wi-Fi, Bluetooth, Type-C, USB 3.0, HDMI",$279.99,3.9 out of 5 stars,13,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MDUwNzIzMjQ3ODE2Nzk5OjE3MzUwNTA0MDM6c3BfYnRmOjMwMDU5NDc2MjgyOTgwMjo6MDo6&url=%2FEYY-Windows-Computer-Processor-Bluetooth%2Fdp%2FB0DD6NP9Y6%2Fref%3Dsr_1_165_sspa%3Fdib%3DeyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050403%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Screen Protector For 16 Inch Laptop 16:10 WideScreen 16 Inch (Not Fit 15.6"") Compatible with HP/DELL/Asus/Acer/Sony/Samsung/Lenovo/Toshiba/MSI Anti Bluelight 2Pcs",$17.99,3.9 out of 5 stars,52,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MDUwNzIzMjQ3ODE2Nzk5OjE3MzUwNTA0MDM6c3BfYnRmOjIwMDA5NDY1NjM4MzM3MTo6MDo6&url=%2FHoyumi-Screen-Protector-Inch-Laptop%2Fdp%2FB09FM53MFK%2Fref%3Dsr_1_166_sspa%3Fdib%3DeyJ2IjoiMSJ9.tFbQhB0G2VzrsNip6t8778CpaOrvEGFQGEpH3eRZhPgv8ejN374yGWHpUyQOnw9OgZQwoJTIMhZsXsPE3GB-FrfdME7w3p96i1H-Sm4q4L44gD0RVkS-m41p7YSFvHwuU6EXR9HyHuXWyxzPezOZQPnNPlfuj054NrOu_6gRE2E91kiUTypT2v4YT8LEY1sfnObD9psgWnXPJOVt--LOY5uSOn3uUe_EIZ1y7uVvNsU.s60fUdcuWryiY7Q4-t6-XjLbuTi-cGFfSTUc6GQyJ6Y%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050403%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
